field,topic_title,topic_duration,comment_author,comment_date,comment_text,processing_comment_text
orbites,بنحمزة يُفَصل الرأسمال اللامادي للمملكة .. تاريخ وملحون وأشعرية,today,ب.مصطفى,الخميس 31 أكتوبر 2019 - 13:12,الاخ الفاضل صاحب التعليق الاول عنده اشكالية مع كل خطاب اسلامي نحن نقول له المكون الامازيغي جزء لايتجزء من الشعب المغربي والدكتور بن حمزة في محاضرته لم يتكلم عن جنس دون اخر وهو حريص على ان المغرب بمكوناته شيء مقدس رجاء لمن عنده عقدة اسمها الخطاب الاسلامي او العربي ان يتفقه ويفهم مقاصد الخطاب بن حمزة يتكلم بلسان الحال فالذي يريد ان يقسم الامة هو هذا الخطاب وهذا النقد العنصري مادخل الامازيغ في هذا الموضوع فالمحاضرة كانت من أولها الى اخرها تتكلم عن الوجود المغربي وعن الذاكرة وعندما نقول الذاكرة اي تاريخنا المجيد من الامبراطورية :الادرسة والمرابطين والموحدين والمرينين والوطاسين والسعديين والعلويين جلهم ساهوا في بناء هذه الحضارة دون تفريق ولاتفريط نحن نريد خطابا او نقدا بناء لانقدا يخدم اجندة غربية كما حصل في دول اخرى أو كما صنعت الناشطة الامازيغية بفرنسا وحرقها راية الامة ورمزها هذا الاسلوب العنصري نرفضه ولانقبله والحمد لله ان الامازيغ الاحرار استحالت طبيعتهم مه العرب كما اندمج العرب مع الامازيغ واصبحنا جسدا واحد ا كفى حقدا على المغرب لقد سئمنا من اسلوبكم ام تقتنعوا انكم مغاربة مثلنا ؟,الاخ الفاضل صاحب التعليق عنده اشكالية خطاب اسلامي نقول المكون الامازيغي جزء لايتجزء الشعب المغربي والدكتور حمزة محاضرته يتكلم جنس اخر حريص المغرب بمكوناته شيء مقدس رجاء لمن عنده عقدة اسمها الخطاب الاسلامي العربي يتفقه ويفهم مقاصد الخطاب حمزة يتكلم بلسان الحال فالذي يريد يقسم الامة الخطاب النقد العنصري مادخل الامازيغ الموضوع فالمحاضرة أولها اخرها تتكلم الوجود المغربي وعن الذاكرة وعندما نقول الذاكرة تاريخنا المجيد الامبراطورية الادرسة والمرابطين والموحدين والمرينين والوطاسين والسعديين والعلويين جلهم ساهوا بناء الحضارة تفريق ولاتفريط نريد خطابا نقدا بناء لانقدا يخدم اجندة غربية حصل دول صنعت الناشطة الامازيغية بفرنسا وحرقها راية الامة ورمزها الاسلوب العنصري نرفضه ولانقبله والحمد لله الامازيغ الاحرار استحالت طبيعتهم العرب اندمج العرب الامازيغ واصبحنا جسدا كفى حقدا المغرب لقد سئمنا اسلوبكم ام تقتنعوا انكم مغاربة مثلنا 
orbites,بنحمزة يُفَصل الرأسمال اللامادي للمملكة .. تاريخ وملحون وأشعرية,today,جحا هذا الزمان,الخميس 31 أكتوبر 2019 - 14:02,نقاش قضايا <<التراث اللامادي>> طرحه وناقشه مفكِّرو الأمم المتقدِّمة منذ أواسط القرن الماضي (منذ حوالي 70سنة ) وحسموا فيه،وخاضوا بعده في مواضيع وقضايا جديدة أخرى زادت مجتمعاتهم رقيا وتقدما،أمَّا أنْ نأتي نحن اليوم فنجترَّ ما وصل إليه غيرنا مع إلباسه لبوسا مغربية فما قيمة ذلك وما إضافاتة؟! وهل محكوم علينا أنْ نبقى بكل هذا التأخر في الزمن؟!!!,نقاش قضايا طرحه وناقشه مفك رو الأمم المتقد مة أواسط القرن حوالي وحسموا وخاضوا بعده مواضيع وقضايا جديدة أخرى زادت مجتمعاتهم رقيا وتقدما نأتي فنجتر وصل إليه غيرنا إلباسه لبوسا مغربية فما قيمة إضافاتة وهل محكوم علينا نبقى بكل التأخر الزمن 
orbites,بنحمزة يُفَصل الرأسمال اللامادي للمملكة .. تاريخ وملحون وأشعرية,today,gharoub,الخميس 31 أكتوبر 2019 - 15:20,الاخ الفاضل صاحب التعليق الاول عنده اشكالية مع كل خطاب اسلامي نحن نقول له المكون الامازيغي جزء لايتجزء من الشعب المغربي والدكتور بن حمزة في محاضرته لم يتكلم عن جنس دون اخر وهو حريص على ان المغرب بمكوناته شيء مقدس رجاء لمن عنده عقدة اسمها الخطاب الاسلامي او العربي ان يتفقه ويفهم مقاصد الخطاب بن حمزة يتكلم بلسان الحال فالذي يريد ان يقسم الامة هو هذا الخطاب وهذا النقد العنصري مادخل الامازيغ في هذا الموضوع فالمحاضرة كانت من أولها الى اخرها تتكلم عن الوجود المغربي وعن الذاكرة وعندما نقول الذاكرة اي تاريخنا المجيد من الامبراطورية :الادرسة والمرابطين والموحدين والمرينين والوطاسين والسعديين والعلويين جلهم ساهوا في بناء هذه الحضارة دون تفريق ولاتفريط نحن نريد خطابا او نقدا بناء لانقدا يخدم اجندة غربية كما حصل في دول اخرى أو كما صنعت الناشطة الامازيغية بفرنسا وحرقها راية الامة ورمزها هذا الاسلوب العنصري نرفضه ولانقبله والحمد لله ان الامازيغ الاحرار استحالت طبيعتهم مه العرب كما اندمج العرب مع الامازيغ واصبحنا جسدا واحد ا كفى حقدا على المغرب لقد سئمنا من اسلوبكم ام تقتنعوا انكم مغاربة مثلنا ؟,الاخ الفاضل صاحب التعليق عنده اشكالية خطاب اسلامي نقول المكون الامازيغي جزء لايتجزء الشعب المغربي والدكتور حمزة محاضرته يتكلم جنس اخر حريص المغرب بمكوناته شيء مقدس رجاء لمن عنده عقدة اسمها الخطاب الاسلامي العربي يتفقه ويفهم مقاصد الخطاب حمزة يتكلم بلسان الحال فالذي يريد يقسم الامة الخطاب النقد العنصري مادخل الامازيغ الموضوع فالمحاضرة أولها اخرها تتكلم الوجود المغربي وعن الذاكرة وعندما نقول الذاكرة تاريخنا المجيد الامبراطورية الادرسة والمرابطين والموحدين والمرينين والوطاسين والسعديين والعلويين جلهم ساهوا بناء الحضارة تفريق ولاتفريط نريد خطابا نقدا بناء لانقدا يخدم اجندة غربية حصل دول صنعت الناشطة الامازيغية بفرنسا وحرقها راية الامة ورمزها الاسلوب العنصري نرفضه ولانقبله والحمد لله الامازيغ الاحرار استحالت طبيعتهم العرب اندمج العرب الامازيغ واصبحنا جسدا كفى حقدا المغرب لقد سئمنا اسلوبكم ام تقتنعوا انكم مغاربة مثلنا 
orbites,بنحمزة يُفَصل الرأسمال اللامادي للمملكة .. تاريخ وملحون وأشعرية,today,B et T,الخميس 31 أكتوبر 2019 - 15:23,من الرأسمال المادي واللامادي بالمغرب حضور الدكتور سمير بودينار أيضا في الصف الأول للمحاضرة !!!,الرأسمال المادي واللامادي بالمغرب حضور الدكتور سمير بودينار الصف الأول للمحاضرة 
orbites,بنحمزة يُفَصل الرأسمال اللامادي للمملكة .. تاريخ وملحون وأشعرية,today,سلمى,الخميس 31 أكتوبر 2019 - 15:45,عالم عامل ومثقف عضوي الله يكثر من أمثاله. التقرير واف شكرا جزيلا لكاتبه ولهسبريس ما أحوجنا إلى أن يتحدث العقلاء,عالم عامل ومثقف عضوي الله يكثر أمثاله التقرير واف شكرا جزيلا لكاتبه ولهسبريس أحوجنا يتحدث العقلاء
orbites,بنحمزة يُفَصل الرأسمال اللامادي للمملكة .. تاريخ وملحون وأشعرية,today,بلعيد المغربي,الخميس 31 أكتوبر 2019 - 16:12,لكن ما سيُعجِّلُ بالتوحيد والإستقرار والطمأنينة أكثر هو نهج المذهب الخُبزِي الذي يستمِدُّ قُوَّته من خلال إقامة مشاريع تنموية حقيقية في جميع المدن ببناء مصانع ومعامل تُساعد على ٱمتصاص البطالة، مع منح الأولوية للجهات المهمشة،والحد من ٱقتصاد الريع مع تخفيض أجور الوزراء والبرلمانيين،وفتح ملفات محاسبة المفسدين الكبار والقضاء على الرؤوس الكبيرة التي تقتات من المخدرات بَدَلَ الإكتفاء بمطاردة موسمية لصغار الموزعين بمعنى القضاء على الداء من المنبع،ثم محاربة مافيات العقار لتمكين البُسطاء من ٱمتلاك سكن لائق،محاربة الإجرام بشكل فعال يحد من ٱستفحال الظاهرة في المجتمع وأخيرا تمكين سكان الجبال من حقهم من الثروات الباطنية التي تُنهَبُ من أراضيهم بظهائر إستعمارية والعمل على تحقيق العدل حتى تختفيَ الفجوة والفارق الكبير بين سكان القبور وسكان القصور.كانت هذه بعض ركائزوأعمدة الإستقرار في المجتمع،وما عدا ذلك إنما هو ذر للرماد في العيون ليس إلا، لأن العدلَ أساسُ المُلكِ كما هو معروف.,سي عج بالتوحيد والإستقرار والطمأنينة نهج المذهب الخ بز يستم إقامة مشاريع تنموية حقيقية المدن ببناء مصانع ومعامل ساعد ٱمتصاص البطالة منح الأولوية للجهات المهمشة والحد ٱقتصاد الريع تخفيض أجور الوزراء والبرلمانيين وفتح ملفات محاسبة المفسدين الكبار والقضاء الرؤوس الكبيرة تقتات المخدرات الإكتفاء بمطاردة موسمية لصغار الموزعين بمعنى القضاء الداء المنبع محاربة مافيات العقار لتمكين الب سطاء ٱمتلاك سكن لائق محاربة الإجرام فعال يحد ٱستفحال الظاهرة المجتمع وأخيرا تمكين سكان الجبال حقهم الثروات الباطنية نه أراضيهم بظهائر إستعمارية والعمل تحقيق العدل تختفي الفجوة والفارق الكبير سكان القبور وسكان القصور ركائزوأعمدة الإستقرار المجتمع ذر للرماد العيون العدل أساس الم معروف 
orbites,تحوّلات العقل الأمني لمواجهة الإرهاب تُجنّب المغرب حمامات دماء,today,شكر الله سهرهم و سعيهم,الخميس 31 أكتوبر 2019 - 06:44,و لكن علينا ان لا ننسى الإرهابيين الآخرين الدين يجوبون الشوارع بالسيوف .. أليسوا هؤلاء بإرهابيين أيضا ؟,علينا ننسى الإرهابيين الآخرين الدين يجوبون الشوارع بالسيوف أليسوا بإرهابيين 
orbites,تحوّلات العقل الأمني لمواجهة الإرهاب تُجنّب المغرب حمامات دماء,today,الأستاذ مفيد,الخميس 31 أكتوبر 2019 - 09:15,تحليل واقعي و محدد جاء به الأستاذ إحسان في رصد تطور سير الألة الإرهابية بالمغرب و العقلية الامنية التي تواجهها و التي تطورت بشكل كبير لتشل سير هاته الألة . وواقع الحال يفرض علينا جميعا و أولنا العقل الامني (كما وصفه الأستاذ إحسان ) أن لا يغفل دور تدهور الحالة الإجتماعية و تفكك النسيج السوسيو ثقافي للمجتمع المغربي في إشعال حطب هاته الظواهر الغريبة في أصلها عن مجتمهنا . و لعل طرح مقارنة بين المقاربة الأمنية بين الدول المتقدمة و المغرب في محله خاصة و ان هاته الدول أصبحت تسعى كثيرا للإستفادة من خبرات بلدنا و خاصة في التخابر المجتمعي او ما يمكن وصفه مجازا ب ( من دار لدار ) او ( راس الدرب ) . إلا انه وجب أيضا مناقشة تجارب هاته الدول في سيطرتها على العنف المجتمعي بالتنمية المحلية الحقيقية و تحييدها لظواهر السرقات و إعتراض سبيل المارة و إنعدام الأمن في بعض المناطق و و و حيث ان الأولوية عندها تكون أن امن المواطن يعكس في الأساس امن الدولة و النظام و ليس العكس ... فتحية لكل عين ساهرة على أمن هذا المجتمح و لكل غيور يرى أمن المجتمع من أمن أفراده أولا ...,تحليل واقعي محدد جاء الأستاذ إحسان رصد تطور سير الألة الإرهابية بالمغرب العقلية الامنية تواجهها تطورت كبير لتشل سير الألة وواقع الحال يفرض علينا جميعا أولنا العقل الامني وصفه الأستاذ إحسان يغفل دور تدهور الحالة الإجتماعية تفكك النسيج السوسيو ثقافي للمجتمع المغربي إشعال حطب الظواهر الغريبة أصلها مجتمهنا طرح مقارنة المقاربة الأمنية الدول المتقدمة المغرب محله الدول أصبحت تسعى للإستفادة خبرات بلدنا التخابر المجتمعي وصفه مجازا دار لدار راس الدرب وجب مناقشة تجارب الدول سيطرتها العنف المجتمعي بالتنمية المحلية الحقيقية تحييدها لظواهر السرقات إعتراض سبيل المارة إنعدام الأمن المناطق الأولوية عندها امن المواطن يعكس الأساس امن الدولة النظام العكس فتحية لكل ساهرة أمن المجتمح لكل غيور يرى أمن المجتمع أمن أفراده أولا 
orbites,تحوّلات العقل الأمني لمواجهة الإرهاب تُجنّب المغرب حمامات دماء,today,mre,الخميس 31 أكتوبر 2019 - 09:44,كان المثير من المغاربة يشككون في عمل الأجهزة الأمنية عندما كانت تعلن عن تفكيك خلايا ارهابية حتى وقعت كارثة دبح السائحتين فشاهدوا الخطر الكامن بينهم بأم أعينهم. الحمد لله أن الأجهزة راكمت خبرة عقود في التعاطي مع المتطرفين الغير متورطين في جرائم دموية، أمنيا و سياسيا و اجتماعيا مما يعطيهم الفرص للمراجعة و الإندماج. هذا التعاطي لا يوجد إلا في المغرب من بين الدول الإسلامية.,المثير المغاربة يشككون عمل الأجهزة الأمنية تعلن تفكيك خلايا ارهابية وقعت كارثة دبح السائحتين فشاهدوا الخطر الكامن بينهم بأم أعينهم الحمد لله الأجهزة راكمت خبرة عقود التعاطي المتطرفين الغير متورطين جرائم دموية أمنيا سياسيا اجتماعيا يعطيهم الفرص للمراجعة الإندماج التعاطي يوجد المغرب الدول الإسلامية 
orbites,تحوّلات العقل الأمني لمواجهة الإرهاب تُجنّب المغرب حمامات دماء,today,مغربي حر,الخميس 31 أكتوبر 2019 - 09:56,الواقع ان الاجهزة الامنية في المغرب من بين الانجح عالميا في مكافحة الارهاب، نتمنى ان تقوم بنفس الشيء في مجال الجرائم الاخرى,الواقع الاجهزة الامنية المغرب الانجح عالميا مكافحة الارهاب نتمنى تقوم بنفس الشيء مجال الجرائم الاخرى
orbites,تحوّلات العقل الأمني لمواجهة الإرهاب تُجنّب المغرب حمامات دماء,today,مواطن,الخميس 31 أكتوبر 2019 - 10:25,نتمنى أن يضم هدا الاهتمام حمامات الدم الناتجة عن التشرميل و البلطجه,نتمنى يضم هدا الاهتمام حمامات الدم الناتجة التشرميل البلطجه
orbites,تحوّلات العقل الأمني لمواجهة الإرهاب تُجنّب المغرب حمامات دماء,today,متطوع في المسيرة الخضراء,الخميس 31 أكتوبر 2019 - 11:39,الحمد لله الواحد الاحد الذي هدانا لهذا وماكنا لنهتدي لولا ان هدانا الله والشكر الجزيل للامن الوطني الدي يعتمد اليقظة والاستباقية في اتخاد القارارت والتدخلات في اوقات مناسبة والفظل يعود بالدرجة الاؤولى الى العلي القدير والحكمة والتبصر وبعد نظر عاهلنا العظيم ايده الله ونصره الدي وفر الدعم المادي والمعنوي للادارة العامة للمحافظة على التراب الوطني لتقوم باعمالها بكل ارياحية ولله الحمد وله الشكر مرت اخرئ .,الحمد لله الواحد الاحد هدانا وماكنا لنهتدي هدانا الله والشكر الجزيل للامن الوطني الدي يعتمد اليقظة والاستباقية اتخاد القارارت والتدخلات اوقات مناسبة والفظل يعود بالدرجة الاؤولى العلي القدير والحكمة والتبصر وبعد نظر عاهلنا العظيم ايده الله ونصره الدي وفر الدعم المادي والمعنوي للادارة العامة للمحافظة التراب الوطني لتقوم باعمالها بكل ارياحية ولله الحمد الشكر مرت اخرئ 
orbites,تحوّلات العقل الأمني لمواجهة الإرهاب تُجنّب المغرب حمامات دماء,today,ناصح,الخميس 31 أكتوبر 2019 - 13:14,الحمد لله على الأمن، و نشكر الله ثم امننا على ما يقومون به من عمل مبارك. و الحمد لله اصبحنا في المغرب نفرق بين الإرهاب و الدين، إذ أن الدين بريء من الإرهاب و إن حاول البعص إلصاقه به. و أقول لأهل السنة أنتم الأعلون بتمسككم بدينكم، و تحذيركم من التكفريين و احترامكم للملتزمين الذين لا علاقة لهم بالتكفير و الغلو، و الحمد لله.,الحمد لله الأمن نشكر الله امننا يقومون عمل مبارك الحمد لله اصبحنا المغرب نفرق الإرهاب الدين الدين بريء الإرهاب حاول البعص إلصاقه أقول لأهل السنة الأعلون بتمسككم بدينكم تحذيركم التكفريين احترامكم للملتزمين علاقة بالتكفير الغلو الحمد لله 
orbites,تحوّلات العقل الأمني لمواجهة الإرهاب تُجنّب المغرب حمامات دماء,today,عون سلطة,الخميس 31 أكتوبر 2019 - 16:30,في كل مرة يتحدث تقرير ما عن الوضعية الأمنية بالمملكة و الجهود المبذولة من طرف الأجهزة الامنية مشكورة على تدخلاتها الاستباقية يجب ان لا ننسى فئة هي صمام الامان لكل الاجهزة الامنية ولولاها لما حققنا ما حققنا من انجازات الا وهي فئة اعوان السلطة التي تسهر على امن وطمأنينة المواطن رغم قلة الاجرة والعمل 24/24 ساعة .نطلب من وزارة الداخلية ان تنظر بعين الرحمة لهذه الفئة .حفظ الله وطننا الحبيب و ادام الله علينا نعمة الامن والامان وعاش ملكنا محمد السادس نصره الله,مرة يتحدث تقرير الوضعية الأمنية بالمملكة الجهود المبذولة طرف الأجهزة الامنية مشكورة تدخلاتها الاستباقية يجب ننسى فئة صمام الامان لكل الاجهزة الامنية ولولاها حققنا حققنا انجازات فئة اعوان السلطة تسهر امن وطمأنينة المواطن رغم قلة الاجرة والعمل ساعة نطلب وزارة الداخلية تنظر بعين الرحمة لهذه الفئة حفظ الله وطننا الحبيب ادام الله علينا نعمة الامن والامان وعاش ملكنا محمد السادس نصره الله
orbites,تحوّلات العقل الأمني لمواجهة الإرهاب تُجنّب المغرب حمامات دماء,today,Omar b,الخميس 31 أكتوبر 2019 - 18:10,المقصود ان من ايجابيات التعليم الفاشل .تخريج مجرمين وارهابيين فاشليين الى حد ما.لهذا الارهابي المتعلم في المغرب لا يخيف احد. لكن احذروا ارهابي الدول التي لها تعليم جيد. وهنا اقصد سورية والعراق و عرب اوربا وامريكا ......هؤولاء سيكونون مهما اختاروا من مهنة سواء طب او هندسة سيكونون ناجحين ومن سلبيات تعليم جيد ايضاتخريج ارهابيين جيديين ....ولا تنسوا ارهابي دول الاتحاد السوفياتي سابقا.فهولاء خطيرون ......,المقصود ايجابيات التعليم الفاشل تخريج مجرمين وارهابيين فاشليين حد الارهابي المتعلم المغرب يخيف احذروا ارهابي الدول تعليم جيد وهنا اقصد سورية والعراق عرب اوربا وامريكا هؤولاء سيكونون اختاروا مهنة سواء طب هندسة سيكونون ناجحين سلبيات تعليم جيد ايضاتخريج ارهابيين جيديين تنسوا ارهابي دول الاتحاد السوفياتي سابقا فهولاء خطيرون 
sport,لجنة من الفيفا تزور ملعب مراكش لتجريب الفار,today,chakir nederland,الخميس 31 أكتوبر 2019 - 13:40,السلام عليكم،,السلام عليكم 
sport,الإصابة تحرم أسود الأطلس من خدمات نايف أكرد,today,راي,الخميس 31 أكتوبر 2019 - 11:53,بالتوفيق نايف اكرد .. لاعب خلوق خريج اولمبيك دشيرة,بالتوفيق نايف اكرد لاعب خلوق خريج اولمبيك دشيرة
sport,الإصابة تحرم أسود الأطلس من خدمات نايف أكرد,today,صراحه,الخميس 31 أكتوبر 2019 - 13:23,صراحة لاعب لا بأس به لكن ليس في مستوى المنتخب المغربي.....رايي المتواضع,لاعب بأس مستوى المنتخب المغربي رايي المتواضع
sport,ملعب وجدة الشرفي يحتضن نهائي كأس العرش,today,وجدي في الغربة,الخميس 31 أكتوبر 2019 - 10:22,ؤ اخيرا فهمو بان وجدة مدينة مغربية يجب الالتفات لها,اخيرا فهمو وجدة مدينة مغربية يجب الالتفات
sport,ملعب وجدة الشرفي يحتضن نهائي كأس العرش,today,حفيظ,الخميس 31 أكتوبر 2019 - 13:06,نشكر الجامعة على اختيار المركب الشرفي بوجدة.انها بادرة طيبة,نشكر الجامعة اختيار المركب الشرفي بوجدة بادرة طيبة
sport,ملعب وجدة الشرفي يحتضن نهائي كأس العرش,today,rbati,الخميس 31 أكتوبر 2019 - 16:44,عندما اشاهد مقابلة في الملعب الشرفي لوجدة اتذكر ايام الاجازة الصيفية التي اقضيها كل سنة مع عائلة زوجتي في الحي الموجود قرب الملعب..اناس وجدة طيبون و هذه المدينة تستحق اهنماما اكثر..تحية من العاصمة لكل ناس المنطقة الشرقية,اشاهد مقابلة الملعب الشرفي لوجدة اتذكر الاجازة الصيفية اقضيها عائلة زوجتي الحي الموجود قرب الملعب اناس وجدة طيبون المدينة تستحق اهنماما تحية العاصمة لكل ناس المنطقة الشرقية
videos,بنحمزة والرأسمال اللامادي,today,ولد الحاج,الخميس 31 أكتوبر 2019 - 12:10,لا نحتاج علماء دين ليعطونا اراءهم القديمة والبءيسة ولكن نريد خبراء في الاقتصاد والتنمية المستدامة. هذه السيد سمعته يقول بناء المساجد اهم من بناء المصانع. علاش اسيدي الصلاة يمكن لينا نصلي ها فديور نا اما المصانع فهي كتخدم الشباب وكتفتح بيوت وكتوفر الرزق الكريم,نحتاج علماء دين ليعطونا اراءهم القديمة والبءيسة نريد خبراء الاقتصاد والتنمية المستدامة السيد سمعته يقول بناء المساجد اهم بناء المصانع علاش اسيدي الصلاة لينا نصلي فديور المصانع فهي كتخدم الشباب وكتفتح بيوت وكتوفر الرزق الكريم
videos,بنحمزة والرأسمال اللامادي,today,ماذا عن محاربة الفساد ؟,الخميس 31 أكتوبر 2019 - 12:33,العالم يجب أن يكون صوت الحق قبل كل شئ ...لا يمكن الحفاظ على الرأسمال المادي في دولة ينخرها الفساد والاستبداد ، بالله عليك أسي بنحمزة كيفاش غدي نحافظو على الرأسمال اللامادي في بلاد ينخرها الفقر والجهل بسبب أكل البعض لحقوق البعض الاخر  واستشراء الفساد واقتصاد الريع ...أنت كمن يناقش الفرع وينسى او يتناسى الأصل ...قبل الحديث عن الرأسمال المادي حري بك أن تحاضر في محاربة التفاوتتات الطبقية ، وفي محاربة الفساد ، وفي محاربة هدر المال العام ، وفي زجر التوظيفات بالوساطة والزبونية ...هذا هو الدور الحقيقي للعالم ان يكون صوتا للشعب ... أما المحاضرات المخملية التي تتم في الصالونات المكيفة فقد تعبنا منها وهي تساهم ليس في التوعية وإنما في التغطية على المشاكل الحقيقية للبلاد ...الاحتقان الاجتماعي يزيد يوما عن يوم ، وتدهور الخدمات الصحية والتعليمية نزداد يوما عن يوم والفقر والجهل يتزايد بأضعاف مضاعفة ....كل هذا ولم يجد سي بنحمزة ما يحاضر فيه سوى الرأسمال اللامادي ...نتمنى أن تكون المحاضرة المقبلة تحت عنوان : محاربة الفساد والاستبداد كأولولية وطنية ...وخا أنا عارف مغديش تهضر عليها,العالم يجب صوت الحق شئ الحفاظ الرأسمال المادي دولة ينخرها الفساد والاستبداد بالله أسي بنحمزة كيفاش غدي نحافظو الرأسمال اللامادي بلاد ينخرها الفقر والجهل أكل البعض لحقوق البعض الاخر واستشراء الفساد واقتصاد الريع كمن يناقش الفرع وينسى يتناسى الأصل الحديث الرأسمال المادي حري تحاضر محاربة التفاوتتات الطبقية محاربة الفساد محاربة هدر المال العام زجر التوظيفات بالوساطة والزبونية الدور الحقيقي للعالم صوتا للشعب المحاضرات المخملية تتم الصالونات المكيفة تعبنا تساهم التوعية وإنما التغطية المشاكل الحقيقية للبلاد الاحتقان الاجتماعي يزيد يوما وتدهور الخدمات الصحية والتعليمية نزداد يوما والفقر والجهل يتزايد بأضعاف مضاعفة يجد سي بنحمزة يحاضر الرأسمال اللامادي نتمنى المحاضرة المقبلة عنوان محاربة الفساد والاستبداد كأولولية وطنية وخا عارف مغديش تهضر
videos,بنحمزة والرأسمال اللامادي,today,آنتي إسلاميسموس,الخميس 31 أكتوبر 2019 - 14:46,خذوا الرأسمال المادي و أعطونا ذاك اللامادي، فأنتم فقراء ونحن أغنياء,خذوا الرأسمال المادي أعطونا اللامادي فأنتم فقراء ونحن أغنياء
videos,بنحمزة والرأسمال اللامادي,today,باهي الحسين,الخميس 31 أكتوبر 2019 - 16:11,شكرا على المجهود الفكري لهذه المؤسسة العلمية و لانشطتها العميقة التأملية في الكثير من القضايا و الافكار....,شكرا المجهود الفكري لهذه المؤسسة العلمية لانشطتها العميقة التأملية الكثير القضايا الافكار 
videos,بنحمزة والرأسمال اللامادي,today,وديع الأندلسي,الخميس 31 أكتوبر 2019 - 18:06,شكرا لأكاديمية المملكة على هذه المبادرة وهي دعوة أحد العلماء المفكرين للحديث عن موضوع كان يحتكر الحديث فيه مجموعة ضيقة من أهل الفكر والاقتصاد، والعلامة الألمعي الدكتور مصطفى بنحمزة أهل لذلك.,شكرا لأكاديمية المملكة المبادرة دعوة العلماء المفكرين للحديث موضوع يحتكر الحديث مجموعة ضيقة أهل الفكر والاقتصاد والعلامة الألمعي الدكتور مصطفى بنحمزة أهل 
videos,بنحمزة والرأسمال اللامادي,today,وجدي,الخميس 31 أكتوبر 2019 - 18:40,مفخرة مدينة وجدة. مثال العالم العامل، له الفضل في عدة مشاريع اقتصادية في الجهة,مفخرة مدينة وجدة مثال العالم العامل الفضل مشاريع اقتصادية الجهة
videos,لقاء مغربي إيطالي,today,ilias,الخميس 31 أكتوبر 2019 - 16:07,القضاء في إيطاليا مستقل تماما عن الحكومة والتيارات السياسية، والقانون والاحكام تطبق على كل المواطنين بغض النظر عن مراكزهم الاجتماعية. فالمغرب لا زال بعيدا كل البعد عن ما وصلت اليه إيطاليا في هذا المجال، كان من الاحرى ان نستفيد من تجربة إيطاليا وكيف وصلت الى ما هي عليه الآن...لم يكن الامر بالسهل للوصول لاستقلال القضاء بإيطاليا...,القضاء إيطاليا مستقل تماما الحكومة والتيارات السياسية والقانون والاحكام تطبق المواطنين بغض النظر مراكزهم الاجتماعية فالمغرب زال بعيدا البعد وصلت إيطاليا المجال الاحرى نستفيد تجربة إيطاليا وكيف وصلت يكن الامر بالسهل للوصول لاستقلال القضاء بإيطاليا 
videos,بلافريج وميزانية الدفاع,today,Simo,الخميس 31 أكتوبر 2019 - 10:01,نحن معك سي بلافريج في هذه القضية. فالرجاء أن تبتعد إذن عن الخوض في الحريات الفردية. صحيح أن ميزانية الدفاع تلتهم أموالا طائلة من ميزانية الشعب و لا يبدو حتى الآن أي أفق لحل مشكل الصحراء. وباعتبار أن الصحراء هي أم القضايا الوطنية فقد حان الوقت للتفكير كما قلتم في تطوير صناعة مغربية محلية خاصة بكل منظومات الأسلحة. فالسباق نحوالتسلح مع الجزائر مضيعة للمال وللوقت وللجهد في ظل غياب الموارد المالية الكافية للدولة، ويبقى الحل هو تقوية الجبهة الداخلية للمغرب على جميع الأصعدة وعدم الاعتماد على دعم الدول الافريقية أو مجلس الأمن مادام أن هذه الخيارات أبانت عن فشلها لمدة عقود.,معك سي بلافريج القضية فالرجاء تبتعد الخوض الحريات الفردية صحيح ميزانية الدفاع تلتهم أموالا طائلة ميزانية الشعب يبدو أفق لحل مشكل الصحراء وباعتبار الصحراء القضايا الوطنية حان للتفكير قلتم تطوير صناعة مغربية محلية بكل منظومات الأسلحة فالسباق نحوالتسلح الجزائر مضيعة للمال وللوقت وللجهد غياب الموارد المالية الكافية للدولة ويبقى الحل تقوية الجبهة الداخلية للمغرب الأصعدة وعدم الاعتماد دعم الدول الافريقية مجلس الأمن الخيارات أبانت فشلها لمدة عقود 
